City_ID,City,Country,Lat,Lng,Max Temp,% Humidity,% Cloudiness,Wind Speed,Current Description
365,Leshukonskoye,RU,64.9,45.76,56.71,93,14,3.83,few clouds
366,Belogorsk,RU,50.92,128.46,57.96,94,0,3.47,clear sky
367,Fonte Boa,BR,-2.5,-66.27,85.33,48,0,2.98,clear sky
368,Porto Velho,BR,-8.76,-63.9,78.8,41,0,5.82,clear sky
369,Komsomolskiy,UZ,40.43,71.72,71.6,46,0,6.93,clear sky
370,Deer Lake,CA,49.17,-57.43,66.2,52,20,11.41,few clouds
371,Collie,AU,-33.37,116.15,48.99,86,42,3.33,scattered clouds
372,Port Lincoln,AU,-34.73,135.87,48.87,70,75,11.52,broken clouds
373,Bolu,TR,40.67,31.58,58.55,78,0,0.87,clear sky
374,Rocha,UY,-34.48,-54.33,50.7,69,0,5.68,clear sky
375,Provideniya,RU,64.38,-173.3,50.5,87,100,5.3,light rain
376,Abu Dhabi,AE,24.47,54.37,96.8,71,100,3.36,overcast clouds
377,Cap-Aux-Meules,CA,47.38,-61.86,68.0,60,20,12.75,few clouds
378,Shar,KZ,49.59,81.05,67.37,33,100,6.8,overcast clouds
379,Singaparna,ID,-7.35,108.11,69.84,91,48,1.36,scattered clouds
380,Taoudenni,ML,22.68,-3.98,107.58,7,45,11.68,scattered clouds
381,Srednekolymsk,RU,67.45,153.68,36.66,90,100,12.08,overcast clouds
382,Pryozerne,UA,45.27,36.33,72.81,66,68,10.69,broken clouds
383,Richards Bay,ZA,-28.78,32.04,65.08,70,0,13.18,clear sky
384,Sundargarh,IN,22.12,84.03,77.4,89,100,3.89,moderate rain
385,Coxim,BR,-18.51,-54.76,67.73,37,100,7.02,overcast clouds
386,Uga,NG,5.94,7.08,74.1,94,100,6.08,light rain
387,San Patricio,MX,19.22,-104.7,89.6,75,75,11.41,broken clouds
388,Portland,US,45.52,-122.68,78.01,53,75,8.05,broken clouds
389,Acapulco,MX,16.86,-99.89,86.0,74,40,6.93,scattered clouds
390,Sangar,RU,63.92,127.47,40.01,77,34,2.01,scattered clouds
391,Balkhash,KZ,46.84,74.98,69.66,44,100,6.06,overcast clouds
392,Chegdomyn,RU,51.12,133.02,59.34,95,100,1.61,overcast clouds
393,Puerto Del Rosario,ES,28.5,-13.86,78.8,69,0,14.99,clear sky
394,Katsuura,JP,35.13,140.3,78.01,87,100,3.0,moderate rain
395,Sohag,EG,26.56,31.69,86.0,37,0,6.93,clear sky
396,Homer,US,59.64,-151.55,63.0,72,1,8.05,clear sky
397,Tanabe,JP,33.73,135.37,75.0,92,81,4.52,broken clouds
398,Velikiy Novgorod,RU,58.52,31.28,66.61,63,99,12.64,overcast clouds
399,Oktyabrskiy,RU,54.48,53.47,49.69,89,0,2.95,clear sky
400,Bonthe,SL,7.53,-12.51,75.76,93,100,7.76,light rain
401,Rumoi,JP,43.93,141.64,59.13,81,4,5.7,clear sky
402,Porto Novo,BJ,6.5,2.6,77.0,88,20,8.05,few clouds
403,Peniche,PT,39.36,-9.38,66.99,85,0,7.0,clear sky
404,Sept-Iles,CA,50.2,-66.38,62.01,59,40,9.17,scattered clouds
405,Faanui,PF,-16.48,-151.75,77.2,78,6,22.91,clear sky
406,Lazaro Cardenas,MX,17.96,-102.2,85.06,71,0,7.2,clear sky
407,Port Moresby,PG,-9.44,147.18,73.4,94,40,5.82,scattered clouds
408,Ilulissat,GL,69.22,-51.1,46.4,61,0,2.24,clear sky
409,Hobyo,SO,5.35,48.53,75.94,81,94,24.32,overcast clouds
410,Puerto Ayacucho,VE,5.66,-67.62,84.2,66,75,8.05,shower rain
411,Shingu,JP,33.73,135.98,74.8,87,94,4.72,overcast clouds
412,Sao Joao Da Barra,BR,-21.64,-41.05,64.4,93,90,17.22,light rain
413,Santa Marta,CO,11.24,-74.2,89.6,70,75,6.93,broken clouds
414,Pathein,MM,16.78,94.73,77.68,90,100,5.68,light rain
415,Porto Nacional,BR,-10.71,-48.42,95.0,32,75,4.7,broken clouds
416,Olafsvik,IS,64.89,-23.71,51.1,67,24,7.49,few clouds
417,Erzincan,TR,39.75,39.5,60.8,63,75,16.11,broken clouds
418,Batagay-Alyta,RU,67.8,130.41,35.46,84,96,1.1,overcast clouds
419,Haverfordwest,GB,51.8,-4.97,64.99,82,93,32.21,overcast clouds
420,San Julian,MX,21.02,-102.17,76.14,47,30,2.77,scattered clouds
421,Arman,RU,59.7,150.17,47.23,55,97,11.97,overcast clouds
422,Wagar,SD,16.15,36.2,90.19,52,100,12.97,overcast clouds
423,Rexburg,US,43.83,-111.79,86.0,23,75,8.05,haze
424,Matagami,CA,49.75,-77.63,71.6,56,1,4.99,clear sky
425,Rivera,UY,-30.91,-55.55,52.25,66,0,5.19,clear sky
426,Saint Anthony,US,45.02,-93.22,87.01,58,1,6.93,clear sky
427,Vostok,RU,46.49,135.88,52.05,89,100,3.15,overcast clouds
428,College,US,64.86,-147.8,72.0,49,40,10.29,scattered clouds
429,Burgeo,CA,47.62,-57.62,64.56,67,2,15.5,clear sky
430,Etla,MX,17.06,-96.79,78.8,47,75,3.36,broken clouds
431,Le Plessis-Robinson,FR,48.78,2.27,71.01,56,100,9.17,overcast clouds
432,Biak,ID,-0.91,122.88,75.96,81,75,7.99,broken clouds
433,Del Rio,US,29.36,-100.9,98.6,35,1,12.75,clear sky
434,Olinda,BR,-8.01,-34.86,75.2,88,75,5.82,light rain
435,Umm Lajj,SA,25.02,37.27,83.46,67,0,5.73,clear sky
436,Rio Claro,BR,-22.41,-47.56,64.4,63,75,17.22,broken clouds
437,Kisii,KE,-0.68,34.77,60.21,87,99,6.85,overcast clouds
438,Kirakira,SB,-10.45,161.92,81.63,80,100,10.51,overcast clouds
439,Ola,RU,59.58,151.28,47.23,56,100,11.27,overcast clouds
440,Namibe,AO,-15.2,12.15,63.63,85,5,6.31,clear sky
441,Delijan,IR,33.99,50.68,76.05,17,0,4.85,clear sky
442,Chumikan,RU,54.72,135.31,54.54,82,95,4.56,overcast clouds
443,Esna,EG,25.29,32.55,87.8,40,0,5.82,clear sky
444,Moron,AR,-34.65,-58.62,62.01,28,0,5.01,clear sky
445,Pergamino,AR,-33.89,-60.57,63.0,28,0,1.01,clear sky
446,Kloulklubed,PW,7.04,134.26,75.2,94,75,2.89,broken clouds
447,Les Ponts-De-Ce,FR,47.42,-0.52,64.99,77,100,8.05,overcast clouds
448,Invermere,CA,50.52,-116.04,72.0,35,0,1.99,clear sky
449,Mackay,AU,-21.15,149.2,51.8,66,29,9.17,scattered clouds
450,Khromtau,KZ,50.25,58.43,58.06,72,66,7.54,broken clouds
451,Xiongzhou,CN,25.12,114.3,76.03,86,20,2.04,light rain
452,Mwingi,KE,-0.93,38.06,65.44,72,96,10.63,overcast clouds
453,Kununurra,AU,-15.77,128.73,66.2,25,6,2.24,clear sky
454,Labuhan,ID,-6.88,112.21,76.03,85,3,7.52,clear sky
455,Huarmey,PE,-10.07,-78.15,66.92,67,39,11.07,scattered clouds
456,Arkhangelsk,RU,64.54,40.54,55.4,100,20,4.47,few clouds
457,Sirathu,IN,25.65,81.32,79.2,85,2,6.78,clear sky
458,Bubaque,GW,11.28,-15.83,80.62,82,57,10.25,broken clouds
459,Curitibanos,BR,-27.28,-50.58,46.15,80,0,4.34,clear sky
460,Ambovombe,MG,-25.17,46.08,64.27,81,2,14.09,clear sky
461,Palu,ID,-0.89,119.87,74.43,77,83,2.95,broken clouds
462,Urambo,TZ,-5.07,32.05,75.33,37,100,4.0,overcast clouds
463,Rosario,AR,-32.95,-60.64,66.2,16,0,14.99,clear sky
464,Havre-Saint-Pierre,CA,50.23,-63.6,60.8,67,1,16.11,clear sky
465,Kamenka,RU,51.32,42.77,57.0,68,83,1.99,broken clouds
466,Lahaina,US,20.88,-156.68,84.2,74,75,16.11,broken clouds
467,Mehamn,NO,71.04,27.85,59.79,76,68,14.94,broken clouds
468,Nizhniy Odes,RU,63.64,54.86,48.58,92,14,3.89,few clouds
469,Camana,PE,-16.62,-72.71,62.13,74,63,5.48,broken clouds
470,Takoradi,GH,4.88,-1.76,75.09,90,14,6.58,few clouds
471,Boyuibe,BO,-20.42,-63.28,65.97,26,4,8.77,clear sky
472,Pedreira,BR,-22.74,-46.9,64.99,63,40,20.8,scattered clouds
473,Oro Valley,US,32.39,-110.97,99.0,37,88,3.0,overcast clouds
474,Bodesti,RO,47.03,26.42,68.0,37,0,3.18,clear sky
475,Karlstad,SE,59.38,13.5,62.01,87,75,14.99,light intensity drizzle
476,Codajas,BR,-3.84,-62.06,92.73,31,0,2.51,clear sky
477,Ono,JP,34.85,134.93,77.0,83,75,3.36,broken clouds
478,Shenjiamen,CN,29.96,122.3,79.74,86,0,5.91,clear sky
479,Palmer,US,42.16,-72.33,87.01,42,40,14.99,scattered clouds
480,Wajima,JP,37.4,136.9,76.5,84,100,9.86,overcast clouds
481,The Pas,CA,53.83,-101.25,59.0,82,90,11.88,overcast clouds
482,Yulara,AU,-25.24,130.99,48.2,45,0,6.93,clear sky
483,Zhongxing,CN,33.7,118.68,73.08,95,20,5.26,few clouds
484,Pangoa,PE,-12.12,-73.0,69.69,62,64,3.11,broken clouds
485,Dalby,AU,-27.18,151.27,39.0,73,0,8.63,clear sky
486,Ambulu,ID,-8.35,113.61,72.3,90,10,3.36,clear sky
487,Camiri,BO,-20.05,-63.52,66.85,26,6,8.03,clear sky
488,Teyateyaneng,LS,-29.15,27.75,41.25,63,0,1.39,clear sky
489,Milagres,BR,-7.31,-38.95,84.52,26,90,7.65,overcast clouds
490,Khasan,RU,42.43,130.64,64.38,93,96,7.09,overcast clouds
491,Anaco,VE,9.44,-64.47,81.91,80,85,2.01,light rain
492,Usinsk,RU,65.99,57.53,46.94,91,57,8.25,broken clouds
493,Rio Gallegos,AR,-51.62,-69.22,53.6,54,75,13.87,broken clouds
494,Mae Sai,TH,20.43,99.88,75.2,100,75,1.12,light rain
495,Tuy Hoa,VN,13.08,109.3,78.08,83,100,6.51,overcast clouds
496,Bumba,CD,2.18,22.47,72.28,94,100,4.65,light rain
497,Dolinsk,RU,47.35,142.8,50.0,93,40,2.24,mist
498,Panacan,PH,9.25,118.41,80.74,77,80,3.15,broken clouds
499,Hasaki,JP,35.73,140.83,77.0,94,75,8.05,light intensity shower rain
500,Barinitas,VE,8.76,-70.41,76.3,84,36,4.25,moderate rain
501,Piranhas,BR,-16.43,-51.82,75.56,44,83,11.97,broken clouds
502,Waitati,NZ,-45.75,170.57,48.0,92,98,18.01,overcast clouds
503,Vila Velha,BR,-20.33,-40.29,64.4,93,90,13.87,mist
504,Hambantota,LK,6.12,81.12,78.8,100,40,4.7,scattered clouds
505,Bilibino,RU,68.05,166.44,41.22,89,100,3.62,light rain
506,Husavik,IS,66.04,-17.34,48.2,81,0,11.41,clear sky
507,Kuznechnoye,RU,61.12,29.87,64.0,72,98,8.7,overcast clouds
508,Zambezi,ZM,-13.54,23.1,67.44,33,0,6.51,clear sky
509,Yerbogachen,RU,61.28,108.01,48.42,66,36,5.57,scattered clouds
510,Algiers,DZ,36.75,3.04,80.6,83,92,4.7,overcast clouds
511,Sambava,MG,-14.27,50.17,69.35,79,26,12.64,scattered clouds
512,Pangai,TO,-19.8,-174.35,77.99,86,15,13.58,few clouds
513,Riyadh,SA,24.69,46.72,96.8,14,59,4.7,broken clouds
514,Erenhot,CN,43.65,111.98,65.86,70,99,2.04,overcast clouds
515,Coihaique,CL,-45.58,-72.07,51.8,62,75,9.17,broken clouds
516,Russell,US,32.35,-85.2,89.6,52,75,5.12,broken clouds
517,Warner Robins,US,32.62,-83.6,87.8,62,20,12.75,few clouds
518,Razole,IN,16.48,81.83,79.41,91,50,5.68,moderate rain
519,Nikki,BJ,9.94,3.21,72.1,92,88,3.49,overcast clouds
520,Sao Geraldo Do Araguaia,BR,-6.4,-48.55,90.9,31,61,2.53,broken clouds
521,Portree,GB,57.41,-6.19,54.0,89,49,8.99,scattered clouds
522,Havoysund,NO,71.0,24.66,64.4,72,19,25.28,few clouds
523,Grand Forks,US,47.93,-97.03,84.2,51,20,5.82,few clouds
524,Yilan,TW,24.76,121.75,80.6,88,75,12.75,light intensity shower rain
525,Dhidhdhoo,MV,6.88,73.1,83.35,71,7,7.02,clear sky
526,Araguaina,BR,-7.19,-48.21,91.69,28,24,5.88,few clouds
527,Avenal,US,36.0,-120.13,98.01,31,99,3.0,overcast clouds
528,Pingxiang,CN,27.62,113.85,76.01,86,0,1.32,light rain
529,Biggar,GB,55.62,-3.52,57.99,75,8,1.01,clear sky
530,Araouane,ML,18.9,-3.53,103.05,16,98,14.9,overcast clouds
531,Santa Rosa,PH,14.31,121.11,80.6,88,100,4.7,overcast clouds
532,Gangtok,IN,27.33,88.62,64.85,77,57,1.03,light rain
533,Minervino Murge,IT,41.08,16.08,82.0,47,0,4.7,clear sky
534,Rio De Jesus,PA,7.98,-81.16,76.86,92,100,7.05,light rain
535,Margate,GB,51.38,1.39,66.0,78,38,1.99,scattered clouds
536,Voznesenye,RU,61.01,35.48,61.47,77,100,7.76,overcast clouds
537,Ihosy,MG,-22.4,46.12,59.25,89,64,9.48,broken clouds
538,Loukhi,RU,66.08,33.04,60.8,77,61,9.04,broken clouds
539,Iacu,BR,-12.77,-40.21,77.74,58,9,8.5,clear sky
540,Puerto Rico,AR,-26.8,-55.02,59.83,51,0,3.04,clear sky
541,Naze,JP,28.37,129.48,84.2,83,75,3.36,broken clouds
542,Sile,TR,41.18,29.61,73.0,76,0,4.94,clear sky
543,Athabasca,CA,54.72,-113.29,59.13,85,100,9.46,light rain
544,Kismayo,SO,-0.36,42.55,76.95,80,57,18.14,broken clouds
545,Tefe,BR,-3.35,-64.71,73.4,73,90,4.7,overcast clouds
546,Adamas,GR,36.73,24.43,78.8,54,0,10.29,clear sky
547,Altamont,US,42.21,-121.74,86.0,36,20,4.7,haze
548,Tshikapa,CD,-6.42,20.8,76.57,68,64,2.44,broken clouds
549,Rawson,AR,-43.3,-65.1,64.2,29,0,5.21,clear sky
550,Kirgiz-Miyaki,RU,53.63,54.8,48.78,93,0,3.8,clear sky
551,Chippewa Falls,US,44.94,-91.39,80.01,69,1,6.31,clear sky
552,Laguna,US,38.42,-121.42,93.99,36,40,2.86,haze
553,Wanning,CN,18.8,110.4,78.73,84,13,2.91,few clouds
554,Becerril,CO,9.7,-73.28,82.31,81,99,0.63,light rain
555,Nehe,CN,48.48,124.83,57.25,69,98,6.49,overcast clouds
556,Kempele,FI,64.91,25.5,63.0,93,90,9.17,overcast clouds
557,Beringovskiy,RU,63.05,179.32,53.64,84,81,8.03,broken clouds
558,Port-Cartier,CA,50.03,-66.87,62.6,59,75,8.05,broken clouds
559,Leningradskiy,RU,69.38,178.42,47.82,80,3,4.25,clear sky
560,Keti Bandar,PK,24.14,67.45,85.12,85,100,13.62,overcast clouds
561,Mayumba,GA,-3.43,10.66,73.17,87,33,3.13,scattered clouds
562,La Rioja,ES,42.25,-2.5,68.0,72,75,8.05,broken clouds
563,Matay,EG,28.42,30.78,83.73,45,0,20.13,clear sky
564,Xuddur,SO,4.12,43.89,73.99,60,100,17.74,overcast clouds
565,Gorontalo,ID,0.54,123.06,75.69,89,83,5.84,broken clouds
566,Caranavi,BO,-15.82,-67.55,64.92,58,59,3.76,broken clouds
567,Ust-Kuyga,RU,70.02,135.6,39.74,92,100,1.63,light rain
568,Palana,RU,59.12,159.97,46.26,81,98,7.58,overcast clouds
569,Nalut,LY,30.33,10.85,83.16,20,0,13.4,clear sky
570,Burnie,AU,-41.07,145.92,44.01,71,17,21.99,few clouds
571,Mandan,US,46.83,-100.89,93.99,27,1,5.82,clear sky
572,Puro,PH,12.48,123.38,80.29,84,82,1.25,moderate rain
573,Santa Maria,BR,-29.68,-53.81,62.6,45,0,11.41,clear sky
574,Ginda,IN,30.69,78.49,64.6,90,78,1.32,light rain
575,Methoni,GR,36.82,21.7,82.99,57,0,8.37,clear sky
576,Caconda,AO,-13.73,15.07,65.23,28,90,5.97,overcast clouds
577,Morgan City,US,29.7,-91.21,91.0,52,75,3.33,broken clouds
578,Jaguaruna,BR,-28.61,-49.03,52.09,79,0,3.51,clear sky
579,Ndele,CF,8.41,20.65,70.7,97,100,2.33,moderate rain
580,Raudeberg,NO,61.99,5.14,55.99,93,100,22.73,light rain
581,Maldonado,UY,-34.67,-54.92,57.2,41,0,10.29,clear sky
582,Nanyang,CN,32.99,112.53,70.05,96,43,4.74,scattered clouds
583,Lamar,US,33.67,-95.58,96.01,41,75,4.7,broken clouds
584,Iqaluit,CA,63.75,-68.51,48.2,70,20,6.93,few clouds
585,Disna,BY,55.57,28.2,60.12,89,77,10.36,broken clouds
586,Cheyenne,US,41.14,-104.82,93.0,8,1,9.17,haze
587,Krasnoselkup,RU,65.7,82.47,52.84,69,89,8.05,overcast clouds
588,Moose Factory,CA,51.26,-80.61,66.2,72,1,11.41,clear sky
589,Iralaya,HN,15.0,-83.23,91.4,66,40,10.02,scattered clouds
590,Marsh Harbour,BS,26.54,-77.06,84.96,76,36,15.41,scattered clouds
591,Jever,DE,53.58,7.9,62.6,88,40,6.93,scattered clouds
592,Nakusp,CA,50.25,-117.8,72.0,46,19,4.0,few clouds
593,Bafoulabe,ML,13.81,-10.83,78.66,88,93,6.82,light rain
594,Bulgan,MN,48.81,103.53,52.7,68,30,3.74,scattered clouds
595,Wenling,CN,28.37,121.36,82.0,61,0,7.92,clear sky
596,Alvaraes,BR,-3.22,-64.8,73.4,73,90,4.7,overcast clouds
597,Ahipara,NZ,-35.17,173.17,58.32,87,25,8.3,scattered clouds
598,Dolores,AR,-36.31,-57.68,53.11,63,0,9.48,clear sky
599,Astana,KZ,51.18,71.45,46.4,100,24,4.47,mist
600,Haines Junction,CA,60.75,-137.51,63.99,69,100,1.1,overcast clouds
601,Tucuman,AR,-26.82,-65.22,69.8,18,0,16.11,smoke
602,Lagoa,PT,39.05,-27.98,72.55,80,70,10.18,broken clouds
603,Evansville,US,37.97,-87.56,80.01,78,75,5.82,broken clouds
604,Yarmouth,US,41.71,-70.23,81.0,61,1,9.17,clear sky
605,Port Hawkesbury,CA,45.62,-61.35,71.01,49,20,8.05,few clouds
606,Moscow,RU,55.75,37.62,63.0,77,69,2.24,broken clouds
607,Ajdabiya,LY,30.76,20.23,76.78,66,0,14.14,clear sky
608,Yenangyaung,MM,20.47,94.88,76.77,88,97,7.43,overcast clouds
609,Mount Gambier,AU,-37.83,140.77,42.8,93,40,8.05,scattered clouds
610,Muhos,FI,64.81,25.99,63.0,93,90,9.17,overcast clouds
611,Trinidad,BO,-14.83,-64.9,71.6,33,75,4.7,broken clouds
612,Ponnani,IN,10.77,75.93,77.0,88,20,3.36,mist
613,Lalmohan,BD,22.34,90.74,80.85,86,100,6.87,moderate rain
614,Buta,CD,2.79,24.73,71.47,98,100,3.29,moderate rain
615,High Level,CA,58.52,-117.14,57.2,93,90,9.17,overcast clouds
616,Ashikaga,JP,36.33,139.45,77.0,87,100,3.0,overcast clouds
617,Yumen,CN,40.28,97.2,65.44,39,8,10.6,clear sky
618,Nome,US,64.5,-165.41,55.0,93,90,11.41,light rain
619,Saint-Louis,SN,16.33,-15.0,89.44,59,95,20.51,light rain
620,Sioux Lookout,CA,50.1,-91.92,73.4,78,90,8.05,thunderstorm with light rain
621,Barras,BR,-4.24,-42.29,85.05,49,31,3.47,scattered clouds
622,Orocue,CO,4.79,-71.34,74.75,92,100,5.39,moderate rain
623,Viedma,AR,-40.81,-63.0,66.0,25,0,5.01,clear sky
624,Udala,ES,43.08,-2.51,61.0,90,99,3.0,overcast clouds
625,Terekli-Mekteb,RU,44.17,45.87,63.99,72,93,9.22,overcast clouds
626,Acarau,BR,-2.89,-40.12,78.8,73,4,16.44,clear sky
627,Urucara,BR,-2.54,-57.76,95.81,28,10,4.38,clear sky
628,Ohara,JP,35.25,140.38,78.01,94,75,8.05,light intensity shower rain
629,Hagenow,DE,53.43,11.18,61.0,92,11,4.0,few clouds
630,San Juan Del Sur,NI,11.25,-85.87,78.8,88,75,14.5,broken clouds
631,Dire Dawa,ET,9.59,41.87,72.09,61,25,22.62,scattered clouds
632,Zhongshu,CN,24.52,103.77,60.76,93,88,1.03,overcast clouds
633,Erfurt,DE,50.98,11.03,66.2,68,36,11.41,light rain
634,Yar-Sale,RU,66.83,70.83,48.74,93,0,10.29,clear sky
635,Taylorville,US,39.55,-89.29,84.0,45,1,5.59,clear sky
636,Nishihara,JP,26.18,127.76,78.8,94,75,5.82,shower rain
637,Flin Flon,CA,54.77,-101.86,60.8,67,75,10.29,broken clouds
638,Goure,NE,13.98,10.27,81.0,69,88,1.99,overcast clouds
639,Ugu,IN,26.78,80.33,80.6,88,75,3.36,mist
640,Ponoka,CA,52.68,-113.58,66.2,52,20,9.17,few clouds
641,Namatanai,PG,-3.67,152.43,79.09,80,74,3.85,moderate rain
642,Kattivakkam,IN,13.22,80.32,82.4,88,75,11.41,drizzle
643,Catamarca,AR,-28.47,-65.79,64.99,28,0,8.01,clear sky
644,Badamdar,AZ,40.34,49.8,69.8,83,40,32.21,scattered clouds
645,Kalmunai,LK,7.42,81.82,80.38,75,40,12.66,scattered clouds
646,Berea,US,41.37,-81.85,84.99,48,20,9.17,few clouds
647,Mount Isa,AU,-20.73,139.5,55.4,49,6,10.29,clear sky
648,Taltal,CL,-25.4,-70.48,58.53,62,45,3.02,scattered clouds
649,Pietarsaari,FI,63.65,22.68,64.4,93,75,13.87,shower rain
650,Arlit,NE,18.74,7.39,99.27,24,63,7.47,broken clouds
651,Gandorhun,SL,7.5,-11.83,73.9,97,100,4.65,light rain
652,Cooma,AU,-36.23,149.13,33.8,69,40,18.34,scattered clouds
653,Bereda,ES,43.27,-7.54,62.01,89,9,3.0,clear sky
654,Otaru,JP,43.19,141.0,61.0,96,0,2.24,clear sky
655,Ambon,ID,-3.7,128.18,75.2,94,40,2.24,light rain
656,Daru,PG,-9.08,143.21,76.57,79,54,11.16,broken clouds
657,Hovd,MN,48.01,91.64,57.31,55,96,1.5,overcast clouds
658,Luwuk,ID,-0.95,122.79,76.42,79,80,6.73,broken clouds
659,Byron Bay,AU,-28.65,153.62,51.8,57,0,8.05,clear sky
660,Dakar,SN,14.69,-17.44,82.4,78,40,6.93,scattered clouds
661,Mayor Pablo Lagerenza,PY,-19.93,-60.77,60.44,40,69,4.05,broken clouds
662,Bosconia,CO,9.97,-73.88,82.72,82,70,2.08,moderate rain
663,San Luis,AR,-33.3,-66.34,65.19,24,0,15.43,clear sky
664,Sabang,ID,5.89,95.32,81.73,77,89,9.78,overcast clouds
665,Carandai,BR,-20.95,-43.81,53.6,87,90,8.05,mist
666,Kazachinskoye,RU,57.7,93.28,50.72,96,62,3.53,broken clouds
667,Santo Antonio Do Ica,BR,-3.1,-67.94,83.43,50,0,3.65,clear sky
668,Hay River,CA,60.82,-115.8,59.0,77,75,17.22,broken clouds
669,Morondava,MG,-20.28,44.28,71.94,61,0,9.37,clear sky
670,Chandauli,IN,25.27,83.27,80.33,82,93,5.79,overcast clouds
671,Naryan-Mar,RU,67.67,53.09,49.6,86,50,3.94,scattered clouds
672,Kuandian,CN,40.73,124.78,66.49,95,100,2.19,light rain
673,Nouadhibou,MR,20.93,-17.03,73.4,83,0,17.22,clear sky
674,Erdenet,MN,49.03,104.08,52.02,80,43,3.44,scattered clouds
675,San-Pedro,CI,4.75,-6.64,75.16,90,53,8.3,broken clouds
676,Milkovo,RU,54.72,158.62,51.39,76,96,9.57,overcast clouds
677,Antalaha,MG,-14.9,50.28,66.43,82,13,7.9,few clouds
678,Gobabis,NA,-22.45,18.97,55.08,39,0,11.52,clear sky
679,Nizwa,OM,22.93,57.53,85.53,53,100,5.7,overcast clouds
680,Luganville,VU,-15.53,167.17,73.4,94,40,7.07,scattered clouds
681,Chlorakas,CY,34.8,32.41,75.2,47,0,3.36,clear sky
682,Tiznit,MA,29.58,-9.5,91.18,25,72,1.48,light rain
683,Kurchum,KZ,48.57,83.65,62.91,36,37,6.69,scattered clouds
684,Naerbo,NO,58.67,5.65,55.99,99,98,5.99,light rain
685,Pindobacu,BR,-10.74,-40.36,75.25,51,0,6.15,clear sky
686,Waipawa,NZ,-41.41,175.52,51.01,87,100,3.36,overcast clouds
687,Chabahar,IR,25.29,60.64,84.2,83,57,6.93,broken clouds
688,Prachuap Khiri Khan,TH,11.82,99.78,79.05,79,94,6.8,overcast clouds
689,Pemberton,CA,50.32,-122.8,62.6,55,75,2.24,broken clouds
690,Caravelas,BR,-17.71,-39.25,71.31,75,100,11.81,overcast clouds
691,Alta Floresta,BR,-9.88,-56.09,93.9,19,0,2.84,clear sky
692,Mandurah,AU,-32.55,115.7,59.0,75,85,3.0,overcast clouds
